"probability","observed_positive","overall_positive","complier_positive"
0.8085,31346.7516666667,31658.4421866403,31694.5734892472
0.809,31417.09,31698.2313020656,31733.7708855608
0.8095,31433.657,31731.5899225804,31770.271125028
0.81,31463.8133333333,31772.8968078959,31815.9020966241
0.8105,31485.063,31817.2200272929,31851.2958281575
0.811,31505.0886666667,31855.3791034749,31894.3439771038
0.8115,31568.4393333333,31892.8834661398,31931.7200601122
0.812,31617.224,31933.2217703061,31973.5494419494
0.8125,31646.4583333333,31969.7490552042,32010.9115456643
0.813,31689.3593333333,32008.7402968711,32057.3553240438
0.8135,31719,32052.4437093113,32096.9366057157
0.814,31767.968,32092.4520788963,32140.6734620541
0.8145,31780.2493333333,32134.2486159852,32179.8910214433
0.815,31821.19,32176.6217117317,32223.2336365651
0.8155,31858.186,32220.1733074715,32262.6049170059
0.816,31905.368,32255.8893740143,32306.6846279274
0.8165,31965.497,32292.7345490384,32347.640344541
0.817,32010.3046666667,32329.6026861544,32388.2022963865
0.8175,32056.9683333333,32370.6010044683,32428.9789641038
0.818,32103.252,32410.9838457701,32471.2934063324
0.8185,32120.0366666667,32452.7594241337,32511.3915972042
0.819,32179.028,32492.5472824808,32550.2190134153
0.8195,32230.34,32539.2828786603,32596.6703902921
0.82,32402.0666666667,32585.2555849404,32640.7177436543
0.8205,32426.9893333333,32627.0495964002,32679.3519931099
0.821,32455.884,32674.1518144849,32723.2068666774
0.8215,32482.5096666667,32719.6481929983,32766.3468221073
0.822,32550.928,32768.5228461961,32806.2854934786
0.8225,32632.645,32814.437092021,32844.5024123406
0.823,32708.7126666667,32855.967132924,32888.4462254153
0.8235,32830.41,32891.093108905,32929.0394411647
0.824,32890.24,32933.3212601748,32974.6884044657
0.8245,32910.1566666667,32977.9544953942,33010.9052337402
0.825,32958.7333333334,33024.0124446058,33053.9487431864
0.8255,33034.051,33078.2240369944,33096.9396865914
0.826,33078.356,33118.0718027389,33138.9978982458
0.8265,33130.559,33155.7477753225,33178.3113346465
0.827,33160.524,33204.6598544545,33221.6920545669
0.8275,33192,33250.2577208799,33271.6919586966
0.828,33209.1146666667,33297.5691222791,33311.6150842814
0.8285,33236.226,33338.164278464,33360.6471353305
0.829,33268.3946666667,33386.1777179172,33407.3146233778
0.8295,33283.777,33436.3738247285,33451.1769077683
0.83,33309.66,33480.1057435835,33497.8881372475
0.8305,33358.366,33524.7471661028,33539.2977275604
0.831,33400.3393333333,33569.2401759878,33585.565556478
0.8315,33459.452,33610.5630769387,33634.2220328259
0.832,33492.96,33650.7631078153,33669.6063709671
0.8325,33532.9666666667,33696.2808726867,33718.8516557028
0.833,33590.924,33733.4057179836,33763.2222947198
0.8335,33632.9356666667,33786.3398892588,33804.0113429016
0.834,33679.812,33826.2645486565,33845.5678076388
0.8345,33747.807,33875.0956232494,33890.7077744541
0.835,33793.01,33926.074299553,33939.0303852191
0.8355,33842.426,33971.871973399,33979.1700669855
0.836,33862.944,34015.9522546203,34032.5843785777
0.8365,33896.333,34055.9118411426,34078.6243155312
0.837,33925.822,34100.3431977997,34124.7842527218
0.8375,33956.675,34147.5145604005,34168.5957473261
0.838,34008.4266666667,34195.5775796596,34215.8101291075
0.8385,34027.862,34240.5256216834,34257.2950919354
0.839,34058.048,34294.0970746067,34301.6640380746
0.8395,34076.674,34344.7989681573,34348.9279222008
0.84,34119.2266666667,34388.5564720059,34414.1286148626
0.8405,34190.081,34430.199270042,34456.1485362569
0.841,34236.892,34480.5317793684,34501.9236891001
0.8415,34275.894,34524.486189589,34552.6280907374
0.842,34293.284,34566.9404077857,34596.9107250782
0.8425,34331.1983333333,34612.619235317,34641.790048188
0.843,34374.6773333333,34657.0316564217,34695.7622350712
0.8435,34466.922,34706.9514593615,34742.1708545344
0.844,34528.328,34754.6340693655,34792.9690532548
0.8445,34586.2446666667,34808.8687013943,34838.4721141331
0.845,34609.52,34857.0458444651,34885.3419860186
0.8455,34638.184,34903.6216836579,34939.7408096423
0.846,34689.952,34945.7459347443,34989.9268616133
0.8465,34727.786,34989.2232644049,35041.5558108224
0.847,34744.764,35037.5090021838,35094.5122173935
0.8475,34784.255,35090.011843081,35139.8306053315
0.848,34829.248,35134.4829934077,35191.6146354939
0.8485,34873.3273333333,35182.6303140234,35247.5423674567
0.849,34934.7906666667,35228.2871359566,35294.966457333
0.8495,35009.784,35271.2734601557,35347.7316239331
0.85,35066.7333333333,35326.6062384506,35402.2023947474
0.8505,35113.0403333333,35372.6362281274,35451.847830612
0.851,35154.55,35425.8846701749,35502.5438832664
0.8515,35178,35480.29742992,35553.3185699986
0.852,35221.648,35530.7202663986,35607.4780792392
0.8525,35317.035,35574.2825021496,35656.3233047631
0.853,35379.954,35623.9585393348,35698.717150247
0.8535,35406.8403333333,35676.734356056,35745.9102724489
0.854,35441.332,35737.3754605003,35799.2353793266
0.8545,35489.2213333333,35785.6923918289,35853.3710569623
0.855,35529.0433333333,35833.669370272,35901.5855717969
0.8555,35547.111,35889.4430423131,35950.6806870565
0.856,35604.824,35948.2875565991,35996.1232750753
0.8565,35660.434,36001.9644151517,36048.6771118684
0.857,35691.942,36044.1088745977,36102.4749658906
0.8575,35757.015,36101.264226395,36158.0325209777
0.858,35778.8986666667,36155.7184598419,36212.0012453228
0.8585,35793.585,36212.8330106535,36271.2420801047
0.859,35841.54,36266.7227794738,36327.6947318918
0.8595,35964.7923333333,36315.9848930311,36379.3567659573
0.86,36035.08,36374.8478813589,36424.2633108285
0.8605,36080.7533333333,36425.4219949483,36474.1688888017
0.861,36110.9746666667,36477.4218132555,36545.5433753197
0.8615,36168,36532.8339029762,36603.9002637633
0.862,36246.7853333333,36588.8584476369,36654.4543788746
0.8625,36273.2333333333,36646.1887582741,36702.3320526688
0.863,36340.512,36701.80406749,36751.4451650233
0.8635,36433.5493333333,36756.3066988827,36809.840751319
0.864,36517.8293333333,36807.9291542417,36874.1740050597
0.8645,36573.987,36865.4793877354,36927.5895408305
0.865,36606.3466666667,36926.2726427005,36974.5600349046
0.8655,36691.393,36980.8061599156,37028.8366201598
0.866,36706.788,37039.527274206,37097.2566617642
0.8665,36737.3986666667,37104.794477674,37159.9209091901
0.867,36785.6673333333,37156.6278220862,37219.7872430304
0.8675,36846.735,37220.8420853367,37276.113317621
0.868,36907.0266666667,37277.0580379033,37334.4630731272
0.8685,36922.5736666667,37330.6350481706,37395.3214074787
0.869,36957.938,37391.4681998232,37444.7856990203
0.8695,37045.1133333333,37449.2828224379,37500.6170337723
0.87,37112.7333333333,37503.4207361401,37556.5733276463
0.8705,37146.692,37553.4165727349,37612.4303991966
0.871,37273.4606666667,37611.145957763,37668.4352941106
0.8715,37300.7113333334,37666.0222649478,37727.3909321473
0.872,37378.816,37727.534554456,37786.5107283989
0.8725,37423.47,37784.9770159254,37843.4473913099
0.873,37487.4793333333,37842.8046813736,37894.2298585066
0.8735,37505,37889.9745286781,37952.3602520264
0.874,37596.1466666667,37944.1337511436,38008.6887529946
0.8745,37644,38000.6382479879,38064.7266051739
0.875,37688.5,38060.4401453266,38123.9917466414
0.8755,37761.9660000001,38112.4181485224,38190.5530129818
0.876,37797,38170.4826085805,38253.4656238175
0.8765,37866.979,38234.727033317,38307.4685622222
0.877,37879.1033333333,38291.5336771286,38367.7335870585
0.8775,37972.4416666667,38352.438891027,38429.415682602
0.878,38021.028,38407.679514413,38485.1930738593
0.8785,38082.5916666667,38473.5579184465,38542.6453113694
0.879,38146.6533333333,38536.0720040493,38594.989190643
0.8795,38230.436,38598.2662423375,38648.6055448639
0.88,38299.68,38657.7682138771,38706.084011962
0.8805,38420.762,38717.6491541989,38765.821353387
0.881,38500.81,38775.3679813299,38828.0074285914
0.8815,38601.002,38843.6535511423,38886.1498438644
0.882,38667.276,38908.4497340344,38949.2597050478
0.8825,38712.765,38969.1157178678,39009.8315907747
0.883,38748.8286666667,39045.4762263603,39070.7022478213
0.8835,38801.01,39102.4704900703,39141.6458115839
0.884,38832.968,39159.511133025,39194.4293346691
0.8845,38861.2470000001,39219.8082485847,39254.43874736
0.885,38941.4133333333,39285.2412044085,39324.9129578034
0.8855,39055.617,39342.7883369769,39385.8076046627
0.886,39125.2386666667,39406.0761842951,39452.6498027615
0.8865,39151.2076666667,39471.275521112,39516.8152120269
0.887,39228.748,39531.3691437271,39583.0324067662
0.8875,39284.1583333334,39592.3797182217,39650.7580987497
0.888,39371.7146666667,39662.5517514352,39710.2049706766
0.8885,39439.308,39726.2718645377,39768.4928682351
0.889,39506.2893333333,39785.6570795268,39830.6199249384
0.8895,39568.8493333333,39849.7041279344,39898.2362677313
0.89,39637.58,39916.0836427102,39964.5836228576
0.8905,39712.43,39976.332844498,40025.6001357551
0.891,39734.238,40036.1549459281,40102.3997961198
0.8915,39760.966,40105.9609535213,40165.8046954185
0.892,39909.3546666667,40176.7761618255,40243.6457085533
0.8925,39963.7216666667,40241.4497030386,40299.512776613
0.893,40071.438,40307.5629756512,40355.1185368303
0.8935,40173.283,40385.4039834865,40421.63790044
0.894,40260.0693333333,40460.1745710149,40491.8249217242
0.8945,40306.167,40524.4273517946,40555.8044269798
0.895,40408.3066666667,40594.9853650322,40632.0215944769
0.8955,40439.2433333333,40669.0235199972,40707.3485266146
0.896,40546.824,40733.9686795997,40766.4489613007
0.8965,40642.853,40806.4365794929,40834.8358261926
0.897,40740.092,40879.1144879715,40901.1721565315
0.8975,40848.13,40947.5793706877,40984.6823375394
0.898,40951.9013333333,41008.5183633482,41059.3000977201
0.8985,41027.6516666667,41065.3202553329,41128.3147369141
0.899,41078.976,41135.4663664867,41186.5090481307
0.8995,41145.8536666667,41189.6505604075,41253.4144479639
0.9,41207.6666666667,41270.4638619476,41327.2810834534
0.9005,41284.025,41343.7468886832,41404.959608991
0.901,41370.448,41426.0827254927,41479.35118673
0.9015,41490.4983333334,41506.1603948077,41550.6035264495
0.902,41590.828,41589.5230494847,41617.713308643
0.9025,41669.0183333333,41667.7988267522,41700.7677061001
0.903,41735.09,41740.4369106203,41787.7310668971
0.9035,41780.214,41809.6466305708,41858.0225923929
0.904,41858.9626666667,41884.4695315149,41931.9950300341
0.9045,41906.8466666667,41947.494060383,42000.4977135693
0.905,41992.67,42023.5879252696,42069.8732496354
0.9055,42065.495,42096.1352191288,42157.0541872905
0.906,42105.508,42166.9595252498,42243.9541102048
0.9065,42156.169,42237.6136585355,42315.6597481507
0.907,42219.968,42318.9789128635,42397.106137485
0.9075,42271.5933333333,42395.3997006671,42473.5513412963
0.908,42329.08,42485.8976932054,42554.671623795
0.9085,42458.8996666667,42552.1608113675,42626.9807718954
0.909,42526.2426666667,42629.6094680226,42719.8860834223
0.9095,42573.704,42702.7936564638,42810.3644525042
0.91,42665.84,42791.0322474441,42883.898310736
0.9105,42745.989,42862.562539824,42970.7616973945
0.911,42779.196,42945.5128089639,43058.7349473941
0.9115,42888,43025.9496485001,43124.745394183
0.912,42940.544,43094.4102052512,43201.8681707306
0.9125,42991.075,43181.0807044163,43279.7021543452
0.913,43076.6046666667,43267.8932499105,43370.4345060023
0.9135,43119.6033333333,43339.7900402926,43458.3864206977
0.914,43237.056,43423.346180644,43545.7108298123
0.9145,43300.3393333333,43513.0517884717,43627.7573561194
0.915,43443.6533333333,43589.4230135068,43712.1103843563
0.9155,43524.693,43673.0516268558,43798.0453539844
0.916,43573.688,43749.5385306463,43889.7994839285
0.9165,43600.7623333333,43835.4494138098,43970.1894178586
0.917,43654.416,43926.3661349773,44057.2832373199
0.9175,43721.5316666667,44014.5561054078,44142.0595276653
0.918,43748,44115.979859651,44224.8488538957
0.9185,43842.227,44202.0111379072,44315.5396035225
0.919,43927.8186666667,44282.1953961682,44406.9499804122
0.9195,43977,44363.4918850666,44497.8498179755
0.92,44054.04,44477.9424581794,44612.2328387537
0.9205,44125.3536666667,44561.0560081324,44680.8234096029
0.921,44174.482,44645.6910216625,44772.2771955908
0.9215,44303.258,44723.7901015142,44861.2494929234
0.922,44387.7666666667,44832.7297935395,44942.1156858831
0.9225,44515.4266666667,44923.6707125763,45028.457099081
0.923,44574.246,45009.4803611754,45109.2263705602
0.9235,44602.2546666667,45090.0204941358,45196.8483157462
0.924,44641.1946666667,45182.4041269806,45294.6747229538
0.9245,44829.593,45270.145174991,45389.1908887824
0.925,45063,45360.0407963974,45476.0403989032
0.9255,45186.9336666667,45447.6245497525,45578.6643970567
0.926,45264.652,45535.0567100539,45680.1146969595
0.9265,45335.7113333333,45641.4366797307,45762.677981854
0.927,45418.896,45735.6638170078,45850.1728505781
0.9275,45493.665,45843.1210506291,45945.3423442061
0.928,45653.9573333334,45933.744812432,46045.370638838
0.9285,45740.9323333333,46031.5250838318,46147.1233857841
0.929,45871.61,46123.9562297724,46257.6092714766
0.9295,45971.5026666667,46217.8108848281,46342.6607115574
0.93,46039.2133333333,46330.6242033133,46433.6801865154
0.9305,46103.349,46446.8096876961,46536.2650985776
0.931,46225.3146666667,46549.0429334895,46638.2250703841
0.9315,46264.89,46647.5538592422,46739.3784834767
0.932,46441.392,46755.9604402616,46837.1285544739
0.9325,46496.0633333333,46863.4057983874,46939.4476707548
0.933,46567.596,46966.8818332141,47023.7337264995
0.9335,46641.004,47085.4539581875,47139.681414478
0.934,46755.612,47192.5128346994,47265.2717152551
0.9345,46855,47306.0001840618,47361.4537596779
0.935,47028.66,47421.0469813799,47458.9924036449
0.9355,47188.6883333333,47539.070485172,47563.0978353462
0.936,47244.208,47652.381887175,47691.204386988
0.9365,47410.365,47762.6025761156,47796.0345756544
0.937,47503.642,47890.1215883062,47911.7829349872
0.9375,47571.9583333334,48009.4266328933,48026.1754353008
0.938,47707.764,48123.0621432334,48137.1714888787
0.9385,47850.6226666667,48216.5558672893,48250.7885352046
0.939,47951.8500000001,48337.4881917238,48358.1626713627
0.9395,48073.059,48471.489823108,48473.3987223656
0.94,48211.3333333334,48594.4167840519,48589.1295632828
0.9405,48285.3003333333,48725.8890662734,48687.5879899555
0.941,48544.41,48838.4257785575,48806.1431804202
0.9415,48635.494,48952.181846498,48921.4824621805
0.942,48773.164,49065.7712079689,49031.5339154521
0.9425,48808.275,49194.6571393308,49150.7583224848
0.943,48936.012,49317.4671388473,49271.3741651811
0.9435,49047.061,49446.5355214912,49411.6883018351
0.944,49143.264,49568.6290187499,49542.3734174457
0.9445,49245.269,49704.86060435,49661.6672861438
0.945,49399.4566666667,49818.5988614545,49790.7333284134
0.9455,49521.719,49928.3520719719,49922.0211349193
0.946,49721.4986666667,50051.3425445998,50048.1305997739
0.9465,49789.9843333333,50189.1115839257,50166.0536244333
0.947,49888.23,50329.3140916634,50290.3034366293
0.9475,50117.7683333334,50450.6738512624,50415.4624198813
0.948,50258.664,50565.9991216033,50544.5336733456
0.9485,50317.394,50699.9092801845,50687.970881563
0.949,50522.6420000002,50826.9726256145,50839.1333084532
0.9495,50739.88,50961.8041632312,50958.4580646982
0.95,50858.4,51107.4767253171,51103.9331085521
0.9505,50927.612,51238.2243249922,51224.6432013831
0.951,51054.212,51374.1993836946,51366.097348761
0.9515,51135.017,51504.7912552286,51505.5393373264
0.952,51304.3600000001,51640.0355001845,51667.9770050149
0.9525,51505.9633333333,51781.6560136361,51814.8273795904
0.953,51703.464,51922.0091159151,51953.7337898098
0.9535,51812.21,52041.541624827,52095.3525096497
0.954,51992.648,52221.1785980673,52244.4866100591
0.9545,52201.581,52363.2270934601,52417.319261135
0.955,52495.3066666667,52514.9742216299,52553.7689857999
0.9555,52652.1753333333,52682.9575881599,52672.3616367791
0.956,52950.888,52842.3471302424,52792.6702867112
0.9565,53045.034,53026.0236341455,52933.0082720976
0.957,53132.336,53187.6679209138,53096.088039544
0.9575,53437.47,53344.316638256,53263.0204490962
0.958,53651.2493333334,53509.278034366,53424.6507357024
0.9585,53796.302,53674.5214656901,53577.4910934237
0.959,53950.894,53836.2599315387,53767.4845271544
0.9595,54081.5993333333,54014.3448949753,53928.2843864444
0.96,54171.04,54199.175408276,54098.36239556
0.9605,54349.161,54390.0537225876,54280.7266208069
0.961,54582.4413333333,54580.2413661074,54468.5935791069
0.9615,54769.6703333333,54754.5662638839,54629.8819814054
0.962,54982.62,54901.7632048665,54792.2425778912
0.9625,55129.2583333334,55114.2962877524,54969.4804773158
0.963,55257.164,55295.4293757918,55179.1680621071
0.9635,55394.362,55478.8839781795,55366.6406392934
0.964,55621.3786666667,55675.2369065873,55538.1859846446
0.9645,55767.7973333333,55885.8600158304,55731.7858891466
0.965,56086.23,56072.3133805128,55929.0539272183
0.9655,56188.958,56256.649170861,56102.5825733991
0.966,56350.9,56422.3824992674,56276.9522882751
0.9665,56699.931,56614.7512385298,56459.8605435137
0.967,56963.2006666667,56835.2497938348,56673.4719624806
0.9675,57151.1466666667,57027.3188740779,56878.1248531013
0.968,57372.792,57235.2351840425,57119.5050568588
0.9685,57607.4216666667,57439.8530145853,57336.2308871648
0.969,57951.866,57649.5352279775,57595.6614509571
0.9695,58340.4950000001,57869.7595620489,57851.0325488612
0.97,58647.1,58090.1603782293,58030.0161920467
0.9705,59117.161,58344.920755443,58271.8710404672
0.971,59335.068,58602.3965750412,58525.1510743597
0.9715,59587.9696666667,58833.7109964437,58815.1681644681
0.972,59737.528,59104.1640348605,59063.9799790594
0.9725,59933.7,59388.1874032086,59329.4989060342
0.973,60351.6086666666,59671.078372375,59578.6097429146
0.9735,60727.241,59906.804723476,59841.6584308194
0.974,61258.392,60131.9217638559,60107.2399078977
0.9745,61654.7446666667,60397.9135825149,60363.335179858
0.975,61815.2666666667,60651.3421598431,60628.7399790081
0.9755,61962.57,60905.7601341303,60913.7984521673
0.976,62192.1653333333,61097.3398249945,61252.2644618337
0.9765,62424,61441.5397925012,61557.2138262039
0.977,62680.442,61738.7697108286,61860.3414981948
0.9775,62812.055,62024.999460693,62179.2049574532
0.978,63056.6706666667,62317.8212491421,62463.7879877725
0.9785,63355.738,62627.5447202064,62769.6302901929
0.979,63449.3893333333,62919.1434582834,63062.9849118453
0.9795,63644.3720000001,63221.6373295812,63473.356420265
0.98,63716.84,63594.529101354,63786.700795739
0.9805,64068.747,63946.7584362722,64199.0889943338
0.981,64398.8760000001,64260.1097767523,64517.4805748441
0.9815,64870.542,64600.2476094332,64884.9223254196
0.982,65396.8306666668,65033.0541745136,65277.5847988703
0.9825,65656.8050000001,65419.8253605617,65698.2012820294
0.983,66284.124,65814.2293119266,66094.3675738822
0.9835,66660.4880000003,66248.7513595359,66442.7236794842
0.984,67312.2053333334,66646.6718288257,66838.7396432892
0.9845,67851.9550000001,67022.2520893671,67285.1390972425
0.985,68373.9166666667,67413.6984712817,67724.7702462203
0.9855,68772,67829.0438011622,68199.7365577128
0.986,68975.32,68340.2073230878,68733.3750374996
0.9865,69572.3550000001,68816.1017616754,69294.536804932
0.987,69836.0846666667,69280.0479291576,69784.8149986315
0.9875,70236.9,69823.5331755685,70439.1596665916
0.988,70746.5706666667,70366.667028842,70989.3371083939
0.9885,71695.4273333334,70997.9898732307,71496.1871619809
0.989,72013.172,71650.5860964902,72046.8969275286
0.9895,72403.3353333334,72322.4154905129,72691.759938994
0.99,72841.1933333334,73019.5460418948,73373.2615589428
0.9905,73372.8230000001,73587.1017505334,74171.8232353388
0.991,74552.2773333334,74211.637293233,74957.010070877
0.9915,75449.8453333337,75010.197961347,75663.378459588
0.992,76811.992,75832.7698395203,76506.6941248276
0.9925,77751.64,76655.5875360719,77304.7571723102
0.993,78103.4093333333,77550.72495434,78186.8067531739
0.9935,79625.8540000001,78571.7451054061,79238.2276177727
0.994,80677.1200000001,79547.5086616371,80321.9759502729
0.9945,82146.0903333338,80579.8512265446,81553.9149289393
0.995,83231.6100000003,81707.888451461,82654.7230405892
0.9955,84445.2030000003,83328.8760358926,84136.4753033464
0.996,85384.0560000001,84797.1881454178,85539.82979412
0.9965,87270.7920000002,86855.7894477727,87141.4458635444
0.997,90182.8306666668,89057.5077843313,89689.0015915591
0.9975,93736.0100000001,91335.5529851344,91863.8844760588
0.998,97122.5760000011,94182.0272618892,95263.7700385299
0.9985,105068.635333334,97887.6606765578,99805.0167868114
0.999,112285.061333333,103573.463646896,105802.856658634
0.9995,126709.395000002,113770.143852389,115701.054652516
1,155760,165510.264619343,234534.003983769
